Notes,County,County Code,Deaths,Population,Crude Rate,Deaths,Population,Crude Rate
"Knox County, OH",39083,Black or African American,2054-5,Male,M,1,54,1851.9 (Unreliable)
"Knox County, OH",39083,Black or African American,2054-5,,,2,133,1503.8 (Unreliable)
"Knox County, OH",39083,White,2106-3,Female,F,132,10656,1238.7
"Knox County, OH",39083,White,2106-3,Male,M,123,9250,1329.7
"Knox County, OH",39083,White,2106-3,,,255,19906,1281
"Knox County, OH",39083,,,,,257,20091,1279.2
"Lake County, OH",39085,Black or African American,2054-5,Male,M,7,513,1364.5 (Unreliable)
"Lake County, OH",39085,Black or African American,2054-5,,,7,1105,633.5 (Unreliable)
"Lake County, OH",39085,Other Race,2131-1,Female,F,3,271,1107.0 (Unreliable)
"Lake County, OH",39085,Other Race,2131-1,,,3,524,572.5 (Unreliable)
"Lake County, OH",39085,White,2106-3,Female,F,330,45588,723.9
"Lake County, OH",39085,White,2106-3,Male,M,408,41112,992.4
"Lake County, OH",39085,White,2106-3,,,738,86700,851.2
"Lake County, OH",39085,,,,,748,88329,846.8
"Lawrence County, OH",39087,Black or African American,2054-5,Female,F,7,355,1971.8 (Unreliable)
"Lawrence County, OH",39087,Black or African American,2054-5,Male,M,10,326,3067.5 (Unreliable)
"Lawrence County, OH",39087,Black or African American,2054-5,,,17,681,2496.3 (Unreliable)
"Lawrence County, OH",39087,White,2106-3,Female,F,139,14386,966.2
"Lawrence County, OH",39087,White,2106-3,Male,M,198,12422,1593.9
"Lawrence County, OH",39087,White,2106-3,,,337,26808,1257.1
"Lawrence County, OH",39087,,,,,354,27563,1284.3
"Licking County, OH",39089,Black or African American,2054-5,Female,F,4,404,990.1 (Unreliable)
"Licking County, OH",39089,Black or African American,2054-5,Male,M,2,357,560.2 (Unreliable)
"Licking County, OH",39089,Black or African American,2054-5,,,6,761,788.4 (Unreliable)
"Licking County, OH",39089,White,2106-3,Female,F,276,26642,1036
"Licking County, OH",39089,White,2106-3,Male,M,258,23614,1092.6
"Licking County, OH",39089,White,2106-3,,,534,50256,1062.6
"Licking County, OH",39089,,,,,540,51186,1055
"Logan County, OH",39091,Black or African American,2054-5,Female,F,3,135,2222.2 (Unreliable)
"Logan County, OH",39091,Black or African American,2054-5,Male,M,4,132,3030.3 (Unreliable)
"Logan County, OH",39091,Black or African American,2054-5,,,7,267,2621.7 (Unreliable)
"Logan County, OH",39091,White,2106-3,Female,F,90,9283,969.5
"Logan County, OH",39091,White,2106-3,Male,M,104,7846,1325.5
"Logan County, OH",39091,White,2106-3,,,194,17129,1132.6
"Logan County, OH",39091,,,,,201,17428,1153.3
"Lorain County, OH",39093,Black or African American,2054-5,Female,F,17,3221,527.8 (Unreliable)
"Lorain County, OH",39093,Black or African American,2054-5,Male,M,37,2741,1349.9
"Lorain County, OH",39093,Black or African American,2054-5,,,54,5962,905.7
"Lorain County, OH",39093,White,2106-3,Female,F,391,53306,733.5
"Lorain County, OH",39093,White,2106-3,Male,M,461,47159,977.5
"Lorain County, OH",39093,White,2106-3,,,852,100465,848.1
"Lorain County, OH",39093,,,,,906,106911,847.4
"Lucas County, OH",39095,Black or African American,2054-5,Female,F,121,11763,1028.6
"Lucas County, OH",39095,Black or African American,2054-5,Male,M,127,9308,1364.4
"Lucas County, OH",39095,Black or African American,2054-5,,,248,21071,1177
"Lucas County, OH",39095,Other Race,2131-1,Female,F,1,581,172.1 (Unreliable)
"Lucas County, OH",39095,Other Race,2131-1,Male,M,4,542,738.0 (Unreliable)
"Lucas County, OH",39095,Other Race,2131-1,,,5,1123,445.2 (Unreliable)
"Lucas County, OH",39095,White,2106-3,Female,F,1168,95753,1219.8
"Lucas County, OH",39095,White,2106-3,Male,M,1105,78392,1409.6
"Lucas County, OH",39095,White,2106-3,,,2273,174145,1305.2
"Lucas County, OH",39095,,,,,2526,196339,1286.6
"Madison County, OH",39097,Black or African American,2054-5,Female,F,1,153,653.6 (Unreliable)
"Madison County, OH",39097,Black or African American,2054-5,,,1,399,250.6 (Unreliable)
"Madison County, OH",39097,White,2106-3,Female,F,84,6639,1265.3
"Madison County, OH",39097,White,2106-3,Male,M,94,6078,1546.6
"Madison County, OH",39097,White,2106-3,,,178,12717,1399.7
"Madison County, OH",39097,,,,,179,13155,1360.7
"Mahoning County, OH",39099,Black or African American,2054-5,Female,F,78,8570,910.2
"Mahoning County, OH",39099,Black or African American,2054-5,Male,M,100,6867,1456.2
"Mahoning County, OH",39099,Black or African American,2054-5,,,178,15437,1153.1
"Mahoning County, OH",39099,White,2106-3,Female,F,706,64022,1102.7
"Mahoning County, OH",39099,White,2106-3,Male,M,747,53207,1404
"Mahoning County, OH",39099,White,2106-3,,,1453,117229,1239.5
"Mahoning County, OH",39099,,,,,1631,133081,1225.6
"Marion County, OH",39101,Black or African American,2054-5,Female,F,2,247,809.7 (Unreliable)
"Marion County, OH",39101,Black or African American,2054-5,,,2,660,303.0 (Unreliable)
"Marion County, OH",39101,White,2106-3,Female,F,118,14516,812.9
"Marion County, OH",39101,White,2106-3,Male,M,132,12590,1048.5
"Marion County, OH",39101,White,2106-3,,,250,27106,922.3
"Marion County, OH",39101,,,,,252,27875,904
"Medina County, OH",39103,Black or African American,2054-5,Female,F,1,143,699.3 (Unreliable)
"Medina County, OH",39103,Black or African American,2054-5,Male,M,1,133,751.9 (Unreliable)
"Medina County, OH",39103,Black or African American,2054-5,,,2,276,724.6 (Unreliable)
"Medina County, OH",39103,White,2106-3,Female,F,154,22268,691.6
"Medina County, OH",39103,White,2106-3,Male,M,176,20965,839.5
"Medina County, OH",39103,White,2106-3,,,330,43233,763.3
"Medina County, OH",39103,,,,,332,43666,760.3
"Meigs County, OH",39105,Black or African American,2054-5,Female,F,1,54,1851.9 (Unreliable)
"Meigs County, OH",39105,Black or African American,2054-5,Male,M,1,41,2439.0 (Unreliable)
"Meigs County, OH",39105,Black or African American,2054-5,,,2,95,2105.3 (Unreliable)
"Meigs County, OH",39105,White,2106-3,Female,F,56,5516,1015.2
"Meigs County, OH",39105,White,2106-3,Male,M,70,4827,1450.2
"Meigs County, OH",39105,White,2106-3,,,126,10343,1218.2
"Meigs County, OH",39105,,,,,128,10455,1224.3
"Mercer County, OH",39107,Black or African American,2054-5,Male,M,1,5,20000.0 (Unreliable)
"Mercer County, OH",39107,Black or African American,2054-5,,,1,9,11111.1 (Unreliable)
"Mercer County, OH",39107,White,2106-3,Female,F,85,8037,1057.6
"Mercer County, OH",39107,White,2106-3,Male,M,91,7036,1293.3
"Mercer County, OH",39107,White,2106-3,,,176,15073,1167.7
"Mercer County, OH",39107,,,,,177,15113,1171.2
"Miami County, OH",39109,Black or African American,2054-5,Female,F,4,364,1098.9 (Unreliable)
"Miami County, OH",39109,Black or African American,2054-5,Male,M,3,311,964.6 (Unreliable)
"Miami County, OH",39109,Black or African American,2054-5,,,7,675,1037.0 (Unreliable)
"Miami County, OH",39109,White,2106-3,Female,F,189,20675,914.1
"Miami County, OH",39109,White,2106-3,Male,M,206,17954,1147.4
"Miami County, OH",39109,White,2106-3,,,395,38629,1022.5
"Miami County, OH",39109,,,,,402,39415,1019.9
"Monroe County, OH",39111,White,2106-3,Female,F,26,3920,663.3
"Monroe County, OH",39111,White,2106-3,Male,M,33,3655,902.9
"Monroe County, OH",39111,White,2106-3,,,59,7575,778.9
"Monroe County, OH",39111,,,,,59,7583,778.1
"Montgomery County, OH",39113,Black or African American,2054-5,Female,F,172,18869,911.5
"Montgomery County, OH",39113,Black or African American,2054-5,Male,M,156,15216,1025.2
"Montgomery County, OH",39113,Black or African American,2054-5,,,328,34085,962.3
"Montgomery County, OH",39113,Other Race,2131-1,Female,F,1,800,125.0 (Unreliable)
"Montgomery County, OH",39113,Other Race,2131-1,,,1,1415,70.7 (Unreliable)
"Montgomery County, OH",39113,White,2106-3,Female,F,1065,112579,946
"Montgomery County, OH",39113,White,2106-3,Male,M,1009,95168,1060.2
"Montgomery County, OH",39113,White,2106-3,,,2074,207747,998.3
"Montgomery County, OH",39113,,,,,2403,243247,987.9
"Morgan County, OH",39115,Black or African American,2054-5,Female,F,3,89,3370.8 (Unreliable)
"Morgan County, OH",39115,Black or African American,2054-5,Male,M,2,102,1960.8 (Unreliable)
"Morgan County, OH",39115,Black or African American,2054-5,,,5,191,2617.8 (Unreliable)
"Morgan County, OH",39115,White,2106-3,Female,F,41,3241,1265
"Morgan County, OH",39115,White,2106-3,Male,M,43,2890,1487.9
"Morgan County, OH",39115,White,2106-3,,,84,6131,1370.1
"Morgan County, OH",39115,,,,,89,6346,1402.5
"Morrow County, OH",39117,White,2106-3,Female,F,52,5519,942.2
"Morrow County, OH",39117,White,2106-3,Male,M,63,5244,1201.4
"Morrow County, OH",39117,White,2106-3,,,115,10763,1068.5
"Morrow County, OH",39117,,,,,115,10790,1065.8
"Muskingum County, OH",39119,Black or African American,2054-5,Female,F,5,665,751.9 (Unreliable)
"Muskingum County, OH",39119,Black or African American,2054-5,Male,M,7,567,1234.6 (Unreliable)
"Muskingum County, OH",39119,Black or African American,2054-5,,,12,1232,974.0 (Unreliable)
"Muskingum County, OH",39119,White,2106-3,Female,F,224,18831,1189.5
"Muskingum County, OH",39119,White,2106-3,Male,M,227,15455,1468.8
"Muskingum County, OH",39119,White,2106-3,,,451,34286,1315.4
"Muskingum County, OH",39119,,,,,463,35620,1299.8
"Noble County, OH",39121,Black or African American,2054-5,Female,F,1,0,0.0 (Unreliable)
"Noble County, OH",39121,Black or African American,2054-5,,,1,0,0.0 (Unreliable)
"Noble County, OH",39121,White,2106-3,Female,F,35,2676,1307.9
"Noble County, OH",39121,White,2106-3,Male,M,32,2284,1401.1
"Noble County, OH",39121,White,2106-3,,,67,4960,1350.8
"Noble County, OH",39121,,,,,68,4974,1367.1
"Ottawa County, OH",39123,Black or African American,2054-5,Female,F,1,47,2127.7 (Unreliable)
"Ottawa County, OH",39123,Black or African American,2054-5,,,1,97,1030.9 (Unreliable)
"Ottawa County, OH",39123,White,2106-3,Female,F,87,9546,911.4
"Ottawa County, OH",39123,White,2106-3,Male,M,107,8499,1259
"Ottawa County, OH",39123,White,2106-3,,,194,18045,1075.1
"Ottawa County, OH",39123,,,,,195,18173,1073
"Paulding County, OH",39125,Black or African American,2054-5,Male,M,1,42,2381.0 (Unreliable)
"Paulding County, OH",39125,Black or African American,2054-5,,,1,86,1162.8 (Unreliable)
"Paulding County, OH",39125,White,2106-3,Female,F,39,4237,920.5
"Paulding County, OH",39125,White,2106-3,Male,M,43,3875,1109.7
"Paulding County, OH",39125,White,2106-3,,,82,8112,1010.8
"Paulding County, OH",39125,,,,,83,8215,1010.3
"Perry County, OH",39127,White,2106-3,Female,F,61,6713,908.7
"Perry County, OH",39127,White,2106-3,Male,M,78,5883,1325.9
"Perry County, OH",39127,White,2106-3,,,139,12596,1103.5
"Perry County, OH",39127,,,,,139,12653,1098.6
"Pickaway County, OH",39129,Black or African American,2054-5,Male,M,2,119,1680.7 (Unreliable)
"Pickaway County, OH",39129,Black or African American,2054-5,,,2,227,881.1 (Unreliable)
"Pickaway County, OH",39129,White,2106-3,Female,F,94,9250,1016.2
"Pickaway County, OH",39129,White,2106-3,Male,M,93,8741,1064
"Pickaway County, OH",39129,White,2106-3,,,187,17991,1039.4
"Pickaway County, OH",39129,,,,,189,18255,1035.3
"Pike County, OH",39131,Black or African American,2054-5,Male,M,1,38,2631.6 (Unreliable)
"Pike County, OH",39131,Black or African American,2054-5,,,1,93,1075.3 (Unreliable)
"Pike County, OH",39131,White,2106-3,Female,F,51,5092,1001.6
"Pike County, OH",39131,White,2106-3,Male,M,65,4571,1422
"Pike County, OH",39131,White,2106-3,,,116,9663,1200.5
"Pike County, OH",39131,,,,,117,9787,1195.5
"Portage County, OH",39133,Black or African American,2054-5,Female,F,5,441,1133.8 (Unreliable)
"Portage County, OH",39133,Black or African American,2054-5,Male,M,6,427,1405.2 (Unreliable)
"Portage County, OH",39133,Black or African American,2054-5,,,11,868,1267.3 (Unreliable)
"Portage County, OH",39133,White,2106-3,Female,F,191,24538,778.4
"Portage County, OH",39133,White,2106-3,Male,M,221,22655,975.5
"Portage County, OH",39133,White,2106-3,,,412,47193,873
"Portage County, OH",39133,,,,,423,48331,875.2
"Preble County, OH",39135,White,2106-3,Female,F,81,8557,946.6
"Preble County, OH",39135,White,2106-3,Male,M,76,7773,977.7
"Preble County, OH",39135,White,2106-3,,,157,16330,961.4
"Preble County, OH",39135,,,,,157,16423,956
"Putnam County, OH",39137,White,2106-3,Female,F,52,6611,786.6
"Putnam County, OH",39137,White,2106-3,Male,M,77,5848,1316.7
"Putnam County, OH",39137,White,2106-3,,,129,12459,1035.4
"Putnam County, OH",39137,,,,,129,12483,1033.4
"Richland County, OH",39139,Black or African American,2054-5,Female,F,12,1541,778.7 (Unreliable)
"Richland County, OH",39139,Black or African American,2054-5,Male,M,12,1305,919.5 (Unreliable)
"Richland County, OH",39139,Black or African American,2054-5,,,24,2846,843.3
"Richland County, OH",39139,White,2106-3,Female,F,286,28325,1009.7
"Richland County, OH",39139,White,2106-3,Male,M,285,24478,1164.3
"Richland County, OH",39139,White,2106-3,,,571,52803,1081.4
"Richland County, OH",39139,,,,,595,55813,1066.1
"Ross County, OH",39141,Black or African American,2054-5,Female,F,7,529,1323.3 (Unreliable)
"Ross County, OH",39141,Black or African American,2054-5,Male,M,7,1058,661.6 (Unreliable)
"Ross County, OH",39141,Black or African American,2054-5,,,14,1587,882.2 (Unreliable)
"Ross County, OH",39141,White,2106-3,Female,F,146,13856,1053.7
"Ross County, OH",39141,White,2106-3,Male,M,177,13246,1336.3
"Ross County, OH",39141,White,2106-3,,,323,27102,1191.8
"Ross County, OH",39141,,,,,337,28801,1170.1
"Sandusky County, OH",39143,Black or African American,2054-5,Female,F,2,218,917.4 (Unreliable)
"Sandusky County, OH",39143,Black or African American,2054-5,Male,M,3,197,1522.8 (Unreliable)
"Sandusky County, OH",39143,Black or African American,2054-5,,,5,415,1204.8 (Unreliable)
"Sandusky County, OH",39143,Other Race,2131-1,Female,F,1,43,2325.6 (Unreliable)
"Sandusky County, OH",39143,Other Race,2131-1,,,1,74,1351.4 (Unreliable)
"Sandusky County, OH",39143,White,2106-3,Female,F,141,13548,1040.7
"Sandusky County, OH",39143,White,2106-3,Male,M,137,11865,1154.7
"Sandusky County, OH",39143,White,2106-3,,,278,25413,1093.9
"Sandusky County, OH",39143,,,,,284,25902,1096.4
"Scioto County, OH",39145,Black or African American,2054-5,Female,F,9,329,2735.6 (Unreliable)
"Scioto County, OH",39145,Black or African American,2054-5,Male,M,7,408,1715.7 (Unreliable)
"Scioto County, OH",39145,Black or African American,2054-5,,,16,737,2171.0 (Unreliable)
"Scioto County, OH",39145,White,2106-3,Female,F,245,20143,1216.3
"Scioto County, OH",39145,White,2106-3,Male,M,259,16431,1576.3
"Scioto County, OH",39145,White,2106-3,,,504,36574,1378
"Scioto County, OH",39145,,,,,520,37416,1389.8
"Seneca County, OH",39147,Black or African American,2054-5,Female,F,2,196,1020.4 (Unreliable)
"Seneca County, OH",39147,Black or African American,2054-5,Male,M,2,173,1156.1 (Unreliable)
"Seneca County, OH",39147,Black or African American,2054-5,,,4,369,1084.0 (Unreliable)
"Seneca County, OH",39147,Other Race,2131-1,Male,M,3,33,9090.9 (Unreliable)
"Seneca County, OH",39147,Other Race,2131-1,,,3,69,4347.8 (Unreliable)
"Seneca County, OH",39147,White,2106-3,Female,F,152,13360,1137.7
"Seneca County, OH",39147,White,2106-3,Male,M,135,11229,1202.2
"Seneca County, OH",39147,White,2106-3,,,287,24589,1167.2
"Seneca County, OH",39147,,,,,294,25027,1174.7
"Shelby County, OH",39149,Black or African American,2054-5,Female,F,1,84,1190.5 (Unreliable)
"Shelby County, OH",39149,Black or African American,2054-5,Male,M,4,78,5128.2 (Unreliable)
"Shelby County, OH",39149,Black or African American,2054-5,,,5,162,3086.4 (Unreliable)
"Shelby County, OH",39149,White,2106-3,Female,F,88,8821,997.6
"Shelby County, OH",39149,White,2106-3,Male,M,103,7848,1312.4
"Shelby County, OH",39149,White,2106-3,,,191,16669,1145.8
"Shelby County, OH",39149,,,,,196,16866,1162.1
"Stark County, OH",39151,Black or African American,2054-5,Female,F,45,4702,957
"Stark County, OH",39151,Black or African American,2054-5,Male,M,44,3738,1177.1
"Stark County, OH",39151,Black or African American,2054-5,,,89,8440,1054.5
"Stark County, OH",39151,Other Race,2131-1,Female,F,1,308,324.7 (Unreliable)
"Stark County, OH",39151,Other Race,2131-1,,,1,588,170.1 (Unreliable)
"Stark County, OH",39151,White,2106-3,Female,F,862,84907,1015.2
"Stark County, OH",39151,White,2106-3,Male,M,903,71798,1257.7
"Stark County, OH",39151,White,2106-3,,,1765,156705,1126.3
"Stark County, OH",39151,,,,,1855,165733,1119.3
"Summit County, OH",39153,Black or African American,2054-5,Female,F,65,10944,593.9
"Summit County, OH",39153,Black or African American,2054-5,Male,M,85,8856,959.8
"Summit County, OH",39153,Black or African American,2054-5,,,150,19800,757.6
"Summit County, OH",39153,Other Race,2131-1,Male,M,1,504,198.4 (Unreliable)
"Summit County, OH",39153,Other Race,2131-1,,,1,1048,95.4 (Unreliable)
"Summit County, OH",39153,White,2106-3,Female,F,1057,113791,928.9
"Summit County, OH",39153,White,2106-3,Male,M,1097,95254,1151.7
"Summit County, OH",39153,White,2106-3,,,2154,209045,1030.4
"Summit County, OH",39153,,,,,2305,229893,1002.6
"Trumbull County, OH",39155,Black or African American,2054-5,Female,F,30,2861,1048.6
"Trumbull County, OH",39155,Black or African American,2054-5,Male,M,36,2370,1519
"Trumbull County, OH",39155,Black or African American,2054-5,,,66,5231,1261.7
"Trumbull County, OH",39155,White,2106-3,Female,F,503,53369,942.5
"Trumbull County, OH",39155,White,2106-3,Male,M,520,46235,1124.7
"Trumbull County, OH",39155,White,2106-3,,,1023,99604,1027.1
"Trumbull County, OH",39155,,,,,1089,105221,1035
"Tuscarawas County, OH",39157,Black or African American,2054-5,Female,F,3,150,2000.0 (Unreliable)
"Tuscarawas County, OH",39157,Black or African American,2054-5,Male,M,2,133,1503.8 (Unreliable)
"Tuscarawas County, OH",39157,Black or African American,2054-5,,,5,283,1766.8 (Unreliable)
"Tuscarawas County, OH",39157,White,2106-3,Female,F,231,20309,1137.4
"Tuscarawas County, OH",39157,White,2106-3,Male,M,255,17127,1488.9
"Tuscarawas County, OH",39157,White,2106-3,,,486,37436,1298.2
"Tuscarawas County, OH",39157,,,,,491,37815,1298.4
"Union County, OH",39159,White,2106-3,Female,F,59,6501,907.6
"Union County, OH",39159,White,2106-3,Male,M,62,5600,1107.1
"Union County, OH",39159,White,2106-3,,,121,12101,999.9
"Union County, OH",39159,,,,,121,12340,980.6
"Van Wert County, OH",39161,Black or African American,2054-5,Female,F,1,13,7692.3 (Unreliable)
"Van Wert County, OH",39161,Black or African American,2054-5,,,1,25,4000.0 (Unreliable)
"Van Wert County, OH",39161,White,2106-3,Female,F,96,7197,1333.9
"Van Wert County, OH",39161,White,2106-3,Male,M,78,6119,1274.7
"Van Wert County, OH",39161,White,2106-3,,,174,13316,1306.7
"Van Wert County, OH",39161,,,,,175,13367,1309.2
"Vinton County, OH",39163,White,2106-3,Female,F,26,2548,1020.4
"Vinton County, OH",39163,White,2106-3,Male,M,30,2303,1302.6
"Vinton County, OH",39163,White,2106-3,,,56,4851,1154.4
"Vinton County, OH",39163,,,,,56,4858,1152.7
"Warren County, OH",39165,Black or African American,2054-5,Female,F,2,182,1098.9 (Unreliable)
"Warren County, OH",39165,Black or African American,2054-5,Male,M,4,157,2547.8 (Unreliable)
"Warren County, OH",39165,Black or African American,2054-5,,,6,339,1769.9 (Unreliable)
