""AgeGroup""	""Age Group Code""	""Causeofdeath""	""Cause of death Code""	""Year""	""Year Code""	""Race""	""Race Code""	""Gender""	""Gender Code""	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths"
"""55-64 years""	""55-64""	""Acute""	""206.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	2	213044	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Acute""	""206.0""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	195932	0.5 (Unreliable)	0.0	2.8	0.5	0.0%"
"""55-64 years""	""55-64""	""Chronic""	""206.1""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	194324	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Unspecified""	""206.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	192081	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Unspecified""	""206.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Unspecified""	""206.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	213044	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	205592	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	3	208100	1.4 (Unreliable)	0.3	4.2	0.8	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	7	193129	3.6 (Unreliable)	1.5	7.5	1.4	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	4	194324	2.1 (Unreliable)	0.6	5.3	1.0	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	3	211844	1.4 (Unreliable)	0.3	4.1	0.8	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	7	194633	3.6 (Unreliable)	1.4	7.4	1.4	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	5	213044	2.3 (Unreliable)	0.8	5.5	1.0	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	4	194735	2.1 (Unreliable)	0.6	5.3	1.0	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	2	215296	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Leukemia, acute""	""207.0""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	6	195932	3.1 (Unreliable)	1.1	6.7	1.3	0.0%"
"""55-64 years""	""55-64""	""Leukemia, chronic""	""207.1""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Leukemia, chronic""	""207.1""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	195932	0.5 (Unreliable)	0.0	2.8	0.5	0.0%"
"""55-64 years""	""55-64""	""Acute erythremia""	""207.2""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	205592	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Acute erythremia""	""207.2""	""1971""	""1971""	""Black or African American""	""2054-5""	""Male""	""M""	1	2856	35.0 (Unreliable)	0.9	195.1	35.0	0.0%"
"""55-64 years""	""55-64""	""Acute erythremia""	""207.2""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	211844	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Acute erythremia""	""207.2""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	194735	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Acute erythremia""	""207.2""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Acute erythremia""	""207.2""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	2	195932	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Leukemia, unspecified""	""207.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	205592	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Leukemia, unspecified""	""207.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	192081	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Leukemia, unspecified""	""207.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	2	193129	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Leukemia, unspecified""	""207.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	211844	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Leukemia, unspecified""	""207.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	3	213044	1.4 (Unreliable)	0.3	4.1	0.8	0.0%"
"""55-64 years""	""55-64""	""Leukemia, unspecified""	""207.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	2	194735	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Leukemia, unspecified""	""207.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	4	195932	2.0 (Unreliable)	0.6	5.2	1.0	0.0%"
"""55-64 years""	""55-64""	""Polycythemia vera""	""208""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	3	192081	1.6 (Unreliable)	0.3	4.6	0.9	0.0%"
"""55-64 years""	""55-64""	""Polycythemia vera""	""208""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Polycythemia vera""	""208""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Polycythemia vera""	""208""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	4	194324	2.1 (Unreliable)	0.6	5.3	1.0	0.0%"
"""55-64 years""	""55-64""	""Polycythemia vera""	""208""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	4	194633	2.1 (Unreliable)	0.6	5.3	1.0	0.0%"
"""55-64 years""	""55-64""	""Polycythemia vera""	""208""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	2	213044	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Polycythemia vera""	""208""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	2	194735	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Polycythemia vera""	""208""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	2	195932	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	205592	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	192081	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	2	208100	1.0 (Unreliable)	0.1	3.5	0.7	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	4	193129	2.1 (Unreliable)	0.6	5.3	1.0	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	6	194324	3.1 (Unreliable)	1.1	6.7	1.3	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	213044	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	2	194735	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Myelofibrosis""	""209""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	4	195932	2.0 (Unreliable)	0.6	5.2	1.0	0.0%"
"""55-64 years""	""55-64""	""Other and unspecified parts of mouth""	""210.4""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	210489	1.0 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Small intestine""	""211.2""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Large intestine, except rectum""	""211.3""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Large intestine, except rectum""	""211.3""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	194633	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Large intestine, except rectum""	""211.3""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	194735	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Large intestine, except rectum""	""211.3""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Rectum""	""211.4""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Bronchus and lung""	""212.3""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	192081	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Exostosis""	""213.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Uterine fibroma""	""218""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	205592	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Cystadenoma; benign ovarian cyst""	""220.1""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	210489	1.0 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Brain""	""225.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Brain""	""225.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Brain""	""225.0""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	210489	1.0 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Brain""	""225.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	2	213044	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Brain""	""225.0""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	194735	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Cranial nerves (including optic)""	""225.1""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Cranial nerves (including optic)""	""225.1""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	194324	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Cranial nerves (including optic)""	""225.1""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Cerebral meninges""	""225.2""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	2	205592	1.0 (Unreliable)	0.1	3.5	0.7	0.0%"
"""55-64 years""	""55-64""	""Cerebral meninges""	""225.2""	""1971""	""1971""	""Black or African American""	""2054-5""	""Female""	""F""	2	2994	66.8 (Unreliable)	8.1	241.3	47.2	0.0%"
"""55-64 years""	""55-64""	""Cerebral meninges""	""225.2""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	194324	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Cerebral meninges""	""225.2""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	194633	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Cerebral meninges""	""225.2""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	213044	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Cerebral meninges""	""225.2""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	3	194735	1.5 (Unreliable)	0.3	4.5	0.9	0.0%"
"""55-64 years""	""55-64""	""Cerebral meninges""	""225.2""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Spinal cord""	""225.3""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	195932	0.5 (Unreliable)	0.0	2.8	0.5	0.0%"
"""55-64 years""	""55-64""	""Unspecified site""	""225.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	2	194633	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Unspecified site""	""225.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	194735	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Unspecified site""	""225.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Suprarenal gland""	""226.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	211844	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Pituitary gland and craniopharyngeal duct (pouch)""	""226.2""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	194324	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Pituitary gland and craniopharyngeal duct (pouch)""	""226.2""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	194735	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Hemangioma of other sites""	""227.1""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Lymphangioma""	""227.2""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Benign neoplasm of other and unspecified organs and tissues""	""228""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	194735	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Liver and biliary passages""	""230.5""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	192081	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Pancreas""	""230.6""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	192081	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Peritoneum""	""230.7""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	192081	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Muscular and connective tissue""	""232.1""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	194324	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Neoplasm of unspecified nature of breast""	""233""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	194633	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Bladder""	""237.6""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Brain""	""238.1""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	205592	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Brain""	""238.1""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Brain""	""238.1""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	5	193129	2.6 (Unreliable)	0.8	6.0	1.2	0.0%"
"""55-64 years""	""55-64""	""Brain""	""238.1""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	210489	1.0 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Brain""	""238.1""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	2	194633	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Brain""	""238.1""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	2	213044	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Brain""	""238.1""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Spinal cord""	""238.4""	""1974""	""1974""	""Black or African American""	""2054-5""	""Female""	""F""	1	3457	28.9 (Unreliable)	0.7	161.2	28.9	0.0%"
"""55-64 years""	""55-64""	""Other and unspecified sites""	""239.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Other and unspecified sites""	""239.9""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	194324	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Other and unspecified sites""	""239.9""	""1974""	""1974""	""Other Race""	""2131-1""	""Male""	""M""	1	803	124.5 (Unreliable)	3.2	693.9	124.5	0.0%"
"""55-64 years""	""55-64""	""Toxic diffuse goiter""	""242.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	211844	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	205592	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	2	192081	1.0 (Unreliable)	0.1	3.8	0.7	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	208100	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	210489	1.0 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	211844	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	194633	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	194735	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	2	215296	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Thyrotoxicosis without mention of goiter""	""242.2""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	2	195932	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""Cretinism of congenital origin""	""243""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	213044	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""Myxedema""	""244""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	205592	0.5 (Unreliable)	0.0	2.7	0.5	0.0%"
"""55-64 years""	""55-64""	""Myxedema""	""244""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	192081	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Myxedema""	""244""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Myxedema""	""244""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	210489	1.0 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Myxedema""	""244""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	194633	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""Myxedema""	""244""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	2	213044	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""55-64 years""	""55-64""	""Myxedema""	""244""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215296	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1970""	""1970""	""Black or African American""	""2054-5""	""Female""	""F""	1	2779	36.0 (Unreliable)	0.9	200.5	36.0	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	6	205592	2.9 (Unreliable)	1.1	6.4	1.2	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	4	192081	2.1 (Unreliable)	0.6	5.3	1.0	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	6	208100	2.9 (Unreliable)	1.1	6.3	1.2	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	193129	0.5 (Unreliable)	0.0	2.9	0.5	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	10	210489	4.8 (Unreliable)	2.3	8.7	1.5	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	194324	1.0 (Unreliable)	0.1	3.7	0.7	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	9	211844	4.2 (Unreliable)	1.9	8.1	1.4	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	6	194633	3.1 (Unreliable)	1.1	6.7	1.3	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	5	213044	2.3 (Unreliable)	0.8	5.5	1.0	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	3	194735	1.5 (Unreliable)	0.3	4.5	0.9	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1975""	""1975""	""Black or African American""	""2054-5""	""Female""	""F""	1	3550	28.2 (Unreliable)	0.7	156.9	28.2	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	5	215296	2.3 (Unreliable)	0.8	5.4	1.0	0.0%"
"""55-64 years""	""55-64""	""With mention of acidosis or coma""	""250.0""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	7	195932	3.6 (Unreliable)	1.4	7.4	1.4	0.0%"
"""55-64 years""	""55-64""	""Without mention of acidosis or coma""	""250.9""	""1970""	""1970""	""Black or African American""	""2054-5""	""Female""	""F""	2	2779	72.0 (Unreliable)	8.7	260.0	50.9	0.0%"
"""55-64 years""	""55-64""	""Without mention of acidosis or coma""	""250.9""	""1970""	""1970""	""Other Race""	""2131-1""	""Female""	""F""	1	833	120.0 (Unreliable)	3.0	668.9	120.0	0.0%"
"""55-64 years""	""55-64""	""Without mention of acidosis or coma""	""250.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	58	205592	28.2	21.4	36.5	3.7	0.0%"
"""55-64 years""	""55-64""	""Without mention of acidosis or coma""	""250.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	67	192081	34.9	27.0	44.3	4.3	0.0%"
"""55-64 years""	""55-64""	""Without mention of acidosis or coma""	""250.9""	""1971""	""1971""	""Black or African American""	""2054-5""	""Female""	""F""	6	2994	200.4 (Unreliable)	73.5	436.2	81.8	0.0%"
